age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
17,Private,187879,5,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
32,Private,207400,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
58,Private,372181,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,1
33,Private,130057,12,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
30,Private,128065,10,Married,Other,Husband,White,Male,0,0,45,US,0
35,Private,79050,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,72,US,0
36,Private,172571,9,Married,Other,Husband,White,Male,0,0,45,US,0
39,Private,290321,6,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
31,Non-Private,175778,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
55,Non-Private,111130,12,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
48,Private,548568,14,Married,Other,Husband,White,Male,0,0,50,US,1
32,Private,45796,10,Married,Other,Husband,White,Male,0,0,60,US,0
65,Private,207281,10,Married,Other,Husband,White,Male,0,0,16,US,0
44,Private,104196,14,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
20,Private,200421,9,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
46,Private,145290,11,Married,Other,Husband,White,Male,0,0,40,US,1
42,Private,192712,9,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
46,Non-Private,211020,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,60,Non-US,1
38,Private,239397,4,Married,Other,Husband,White,Male,0,0,36,Non-US,0
35,Private,336793,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
22,Private,125542,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
42,Private,226388,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,52,US,0
47,Private,221666,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
42,Private,256179,10,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,48,US,1
30,Private,213714,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
44,Non-Private,141858,15,Married,Managerial-Specialist,Husband,White,Male,15024,0,75,US,1
45,Private,367037,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
40,Private,184378,10,Married,Other,Husband,White,Male,0,0,60,Non-US,0
31,Private,257644,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
20,Non-Private,240517,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
59,Non-Private,188003,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
44,Non-Private,115896,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
39,Private,32650,11,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
40,Private,123557,10,Married,Other,Husband,White,Male,0,0,40,US,0
22,Private,201729,5,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
50,Private,69477,6,Married,Other,Husband,White,Male,0,0,45,US,0
34,Private,232855,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,37,US,0
24,Private,278130,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
56,Non-Private,216851,13,Married,Other,Husband,White,Male,0,0,40,US,1
45,Private,221780,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
34,Non-Private,33731,10,Married,Other,Husband,White,Male,0,0,40,US,1
35,Private,281982,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
53,Private,149784,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
46,Non-Private,192779,15,Married,Managerial-Specialist,Husband,White,Male,15024,0,60,US,1
29,Private,121523,7,Married,Other,Husband,White,Male,0,0,60,US,0
21,Private,131404,9,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
24,Private,163053,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
25,Private,229287,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
52,Private,155233,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
57,Private,199572,7,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
40,Private,187294,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
22,Private,113760,7,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
51,Private,103803,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,50,US,0
40,Private,139193,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1980,48,US,0
21,Private,165107,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
29,Private,251854,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
40,Private,48087,9,Married,Other,Husband,White,Male,7298,0,45,US,1
45,Private,297884,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
42,Private,109501,3,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
29,Non-Private,167544,12,Non-Married,Other,Non-Husband,White,Female,0,0,13,US,0
45,Private,433665,4,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
54,Non-Private,226735,9,Married,Other,Husband,Non-White,Male,0,0,45,US,0
64,Private,298301,9,Married,Other,Husband,White,Male,0,0,40,US,0
26,Non-Private,391074,6,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
25,Private,182332,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
51,Non-Private,203334,16,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,1
41,Non-Private,384236,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
21,Non-Private,224640,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
19,Private,271446,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
46,Private,220979,10,Non-Married,Other,Non-Husband,Non-White,Male,13550,0,40,US,1
30,Private,213226,13,Non-Married,Other,Non-Husband,White,Male,27828,0,40,US,1
34,Non-Private,201292,11,Married,Other,Husband,White,Male,0,0,50,US,0
32,Private,185410,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
53,Private,31460,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
35,Non-Private,197495,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
25,Private,323139,13,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
29,Non-Private,212588,10,Married,Other,Non-Husband,White,Male,0,0,65,US,0
41,Private,174373,9,Married,Other,Husband,White,Male,0,0,30,US,1
31,Private,341672,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,60,Non-US,0
40,Private,171589,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
55,Private,189664,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
36,Private,193026,13,Married,Other,Husband,White,Male,0,0,40,US,1
33,Private,154950,13,Married,Other,Husband,White,Male,0,0,50,US,0
18,Private,173585,7,Non-Married,Other,Non-Husband,White,Male,0,0,15,Non-US,0
36,Private,41624,6,Married,Other,Husband,White,Male,0,0,70,Non-US,0
41,Private,77357,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
22,Private,83704,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
61,Non-Private,103575,15,Married,Managerial-Specialist,Husband,White,Male,99999,0,40,US,1
29,Private,29732,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,24,US,0
41,Private,50122,11,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
81,Private,364099,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
30,Private,142977,10,Non-Married,Other,Non-Husband,White,Male,0,0,65,US,0
32,Private,386806,3,Married,Other,Husband,Non-White,Male,0,0,45,Non-US,1
38,Private,161016,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,32,US,0
20,Private,334633,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
38,Private,108293,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,1
18,Private,397606,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
48,Non-Private,187454,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
23,Private,374474,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
23,Private,158996,10,Married,Other,Husband,White,Male,0,0,38,US,0
23,Private,130959,10,Married,Managerial-Specialist,Husband,White,Male,0,0,12,US,0
22,Private,177125,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
19,Private,197384,10,Non-Married,Other,Non-Husband,White,Female,0,0,10,US,0
57,Non-Private,174760,12,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
30,Non-Private,231043,11,Married,Other,Husband,White,Male,0,0,40,US,0
64,Private,216208,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
42,Private,139126,10,Married,Other,Husband,White,Male,0,0,40,US,1
27,Private,278736,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
40,Non-Private,140108,5,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
45,Non-Private,28119,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,65,US,0
32,Private,168138,12,Non-Married,Other,Non-Husband,White,Male,2597,0,48,US,0
41,Private,192712,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
26,Non-Private,219796,13,Married,Other,Husband,White,Male,0,0,43,US,0
30,Private,373914,7,Married,Other,Husband,White,Male,0,0,40,US,0
25,Private,164488,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
65,Private,170012,13,Married,Managerial-Specialist,Husband,White,Male,0,0,34,US,0
42,Private,242619,10,Married,Other,Husband,White,Male,0,0,45,US,0
39,Private,342448,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
41,Non-Private,26598,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
18,Private,141626,10,Non-Married,Other,Non-Husband,White,Male,2176,0,20,US,0
36,Private,187046,9,Married,Other,Husband,White,Male,0,0,40,US,1
28,Private,190525,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
45,Private,201699,10,Married,Other,Husband,White,Male,0,1628,40,US,0
23,Private,549349,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
19,Private,229431,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,11,US,0
23,Private,156807,5,Non-Married,Other,Non-Husband,Non-White,Male,0,0,36,US,0
31,Private,595000,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,35,US,0
25,Private,113099,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
35,Private,185366,13,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
47,Non-Private,131726,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1876,40,US,0
33,Private,229636,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
38,Private,172755,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
54,Private,87205,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
44,Private,174325,10,Married,Other,Husband,Non-White,Male,0,0,40,US,0
20,Private,258517,10,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
40,Private,29927,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,Non-US,0
36,Private,219745,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
46,Private,275792,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
56,Non-Private,101338,13,Married,Other,Husband,White,Male,0,0,40,US,0
39,Private,150480,15,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
18,Private,206008,10,Non-Married,Other,Non-Husband,White,Male,2176,0,40,US,0
29,Private,57617,10,Non-Married,Other,Non-Husband,White,Female,0,0,34,US,0
55,Private,142020,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
28,Private,75695,10,Non-Married,Other,Non-Husband,White,Female,0,0,60,US,0
55,Private,49996,7,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
36,Non-Private,153976,9,Married,Other,Husband,White,Male,0,0,50,US,0
44,Private,198282,14,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,US,1
45,Non-Private,32172,9,Married,Other,Husband,White,Male,0,0,70,US,0
45,Private,194772,10,Married,Other,Husband,White,Male,0,0,55,US,0
37,Private,206699,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
30,Private,167558,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,Non-US,0
42,Non-Private,138162,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
36,Private,359001,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
53,Non-Private,33795,9,Married,Other,Husband,White,Male,0,0,40,US,0
45,Private,111706,2,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
52,Private,186826,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1564,40,US,1
58,Private,195878,9,Married,Managerial-Specialist,Husband,White,Male,0,0,24,Non-US,0
57,Private,176079,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
36,Private,274106,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,Non-US,0
41,Private,220132,9,Married,Managerial-Specialist,Husband,White,Male,7298,0,40,US,1
35,Private,241306,9,Married,Managerial-Specialist,Husband,White,Male,5013,0,40,US,0
63,Non-Private,26904,9,Married,Other,Husband,White,Male,0,0,98,US,0
45,Non-Private,272182,10,Married,Other,Husband,Non-White,Male,5013,0,40,US,0
44,Private,271756,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
21,Private,154192,9,Married,Other,Husband,White,Male,0,0,40,US,0
29,Private,288229,9,Married,Other,Non-Husband,Non-White,Female,4386,0,45,US,1
33,Private,91163,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
27,Private,150025,3,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
36,Private,64874,14,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
47,Non-Private,122206,9,Married,Other,Husband,White,Male,0,0,20,US,1
48,Private,185143,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
35,Non-Private,241469,5,Married,Other,Husband,White,Male,2635,0,30,US,0
42,Private,230684,13,Married,Managerial-Specialist,Husband,White,Male,5013,0,40,US,0
33,Non-Private,79580,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
26,Non-Private,169323,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
24,Private,130442,11,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
42,Private,155972,9,Married,Other,Husband,White,Male,0,0,40,US,1
38,Private,179117,12,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,10520,0,50,US,1
59,Private,348430,13,Married,Managerial-Specialist,Husband,White,Male,0,1902,43,US,1
38,Non-Private,257250,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
80,Non-Private,81534,2,Non-Married,Other,Non-Husband,Non-White,Male,1086,0,20,Non-US,0
30,Private,48829,9,Non-Married,Other,Non-Husband,White,Female,0,1602,30,US,0
45,Private,239864,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
55,Private,327406,10,Non-Married,Other,Non-Husband,White,Male,0,0,65,US,1
31,Private,202450,9,Married,Managerial-Specialist,Husband,White,Male,0,1573,40,US,0
53,Private,81794,8,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
23,Private,82777,9,Married,Managerial-Specialist,Husband,White,Male,0,0,30,US,0
45,Private,298950,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
36,Private,405155,3,Married,Other,Husband,White,Male,0,0,40,Non-US,0
23,Private,378546,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
30,Non-Private,264936,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
28,Non-Private,31717,9,Married,Other,Husband,White,Male,0,0,40,US,0
45,Non-Private,142871,10,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
34,Private,316470,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
61,Private,147280,14,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
58,Private,131608,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
48,Non-Private,76482,10,Married,Other,Husband,White,Male,0,0,50,US,0
22,Private,82561,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
34,Private,425622,3,Married,Other,Husband,White,Male,0,0,40,Non-US,0
19,Private,257750,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
77,Non-Private,184046,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
39,Non-Private,171482,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
52,Private,101752,11,Married,Other,Husband,White,Male,0,0,56,US,0
51,Non-Private,20795,9,Married,Other,Husband,White,Male,7688,0,40,US,1
28,Non-Private,282398,9,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
26,Private,161007,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
55,Private,189528,3,Married,Other,Husband,White,Male,0,0,50,US,0
46,Non-Private,149337,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,38,US,0
57,Private,210688,9,Married,Managerial-Specialist,Husband,White,Male,0,0,15,US,0
21,Private,572285,9,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
22,Private,163911,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
54,Private,53407,9,Married,Other,Husband,White,Male,0,0,40,US,0
39,Private,199816,9,Married,Other,Husband,White,Male,0,0,50,US,1
31,Private,446358,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
25,Non-Private,170070,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
35,Private,193026,13,Married,Other,Husband,White,Male,0,0,45,US,1
23,Private,38238,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
24,Private,22201,9,Married,Other,Husband,Non-White,Male,0,0,40,Non-US,0
42,Private,262243,7,Married,Other,Husband,White,Male,0,0,35,US,1
73,Private,88594,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
23,Non-Private,56402,10,Married,Managerial-Specialist,Husband,White,Male,0,0,30,US,0
24,Private,216469,9,Married,Managerial-Specialist,Husband,White,Male,0,1579,50,US,0
39,Private,24342,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
31,Private,265706,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
46,Private,169711,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
47,Private,122026,11,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
41,Non-Private,26892,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
32,Private,80058,7,Non-Married,Other,Non-Husband,White,Male,0,0,43,US,1
37,Non-Private,367237,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,8614,0,40,US,1
44,Private,29115,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
55,Private,125000,15,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
30,Non-Private,205733,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
63,Private,76286,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,1
56,Non-Private,160829,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,46,US,0
56,Private,208640,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
34,Private,80058,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
41,Non-Private,242586,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
25,Private,404616,14,Married,Other,Non-Husband,White,Male,0,0,99,US,1
18,Private,88440,9,Married,Other,Non-Husband,White,Female,0,0,36,US,0
42,Non-Private,177937,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
38,Private,109594,13,Non-Married,Other,Non-Husband,White,Female,0,0,70,US,1
26,Private,210521,9,Married,Other,Husband,White,Male,0,0,42,US,1
31,Private,332379,10,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
72,Private,38360,9,Non-Married,Other,Non-Husband,White,Female,0,0,16,US,0
36,Non-Private,51089,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
53,Private,30846,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
25,Private,371987,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
35,Private,25955,7,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
48,Private,155372,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,0
45,Private,289353,9,Married,Other,Husband,Non-White,Male,0,0,24,US,0
29,Private,128666,9,Married,Other,Husband,White,Male,0,0,40,US,0
43,Private,193882,10,Married,Other,Husband,White,Male,7688,0,40,US,1
50,Private,139703,10,Married,Other,Husband,White,Male,0,0,40,US,1
59,Private,142326,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
67,Non-Private,148690,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,18481,0,2,US,1
27,Private,198258,13,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
21,Private,237051,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
34,Private,303177,6,Married,Other,Husband,White,Male,0,0,45,Non-US,0
49,Private,107425,14,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
49,Private,151584,10,Married,Other,Husband,White,Male,0,0,32,US,0
39,Non-Private,149347,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,1
29,Private,293073,15,Married,Managerial-Specialist,Husband,White,Male,7298,0,48,US,1
45,Private,178416,11,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
21,Private,148294,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
54,Private,225599,14,Married,Managerial-Specialist,Husband,Non-White,Male,7298,0,40,Non-US,1
35,Private,268292,11,Married,Other,Husband,White,Male,0,0,65,US,0
74,Non-Private,228075,10,Married,Managerial-Specialist,Husband,White,Male,20051,0,25,US,1
45,Private,187730,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
41,Private,70447,10,Married,Other,Husband,Non-White,Male,0,0,60,US,0
52,Private,128378,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
37,Private,123833,10,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
54,Non-Private,276005,15,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
29,Private,286634,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
35,Private,385847,10,Married,Other,Husband,White,Male,0,0,40,US,0
33,Private,97723,9,Married,Other,Husband,White,Male,0,1672,40,US,0
45,Private,190822,9,Married,Other,Husband,White,Male,0,0,31,US,0
23,Private,303121,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
31,Private,227886,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,35,US,0
46,Private,214955,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
33,Private,529104,7,Married,Other,Husband,White,Male,0,0,50,US,0
30,Private,196963,12,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
33,Private,394447,14,Married,Managerial-Specialist,Husband,White,Male,0,0,33,US,1
21,Private,225890,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
30,Private,226296,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
31,Private,111567,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,1
17,Private,347000,8,Non-Married,Other,Non-Husband,White,Male,0,0,12,US,0
54,Private,249949,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
24,Private,199444,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,15,US,0
48,Private,80430,7,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
44,Non-Private,71269,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
25,Private,73289,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
24,Private,233499,10,Married,Other,Husband,White,Male,0,0,40,US,1
27,Non-Private,198708,14,Married,Managerial-Specialist,Husband,White,Male,0,0,37,US,0
53,Private,167065,7,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
37,Non-Private,338320,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
24,Private,137589,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
20,Private,129240,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
55,Private,329797,6,Married,Other,Husband,White,Male,0,0,40,US,0
23,Non-Private,502316,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
26,Private,335998,9,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
41,Private,239833,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,50,US,0
25,Private,470203,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
19,Private,164585,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
35,Private,219902,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
20,Private,151105,12,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
21,Private,296158,6,Married,Other,Husband,White,Male,0,0,25,US,0
33,Private,165235,13,Non-Married,Other,Non-Husband,Non-White,Female,0,0,35,Non-US,0
54,Non-Private,168723,9,Married,Other,Husband,White,Male,0,0,40,US,0
19,Private,175652,7,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
46,Non-Private,60751,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
44,Private,210013,9,Married,Other,Husband,White,Male,0,0,40,US,1
28,Private,480861,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
50,Non-Private,237868,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
46,Non-Private,181372,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
21,Private,113163,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
36,Private,199346,14,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
29,Private,167737,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
72,Non-Private,144515,16,Married,Managerial-Specialist,Husband,White,Male,0,1258,40,US,0
41,Private,132222,15,Married,Managerial-Specialist,Husband,White,Male,0,2415,40,US,1
36,Private,269042,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,0
74,Private,183701,6,Non-Married,Other,Non-Husband,Non-White,Female,0,0,6,US,0
23,Private,120773,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
18,Private,173585,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,18,US,0
