age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
23,0,F,African-American,Male,0,1,0
21,1,F,Other,Male,3,127,0
22,1,F,African-American,Male,0,5,0
27,1,F,African-American,Male,12,1,0
23,0,M,African-American,Female,0,2,1
43,0,F,African-American,Male,2,0,1
32,0,F,African-American,Male,4,0,0
39,1,F,Other,Male,0,2,1
55,0,M,Other,Male,0,1,1
21,1,F,African-American,Male,1,2,0
22,1,F,African-American,Male,0,0,0
55,0,F,African-American,Male,1,9,1
57,0,F,African-American,Male,19,3,0
27,1,F,African-American,Male,2,132,0
23,1,F,African-American,Male,2,1,1
55,0,F,Other,Male,7,0,0
41,0,M,African-American,Male,5,0,0
25,1,F,Other,Male,9,0,0
48,0,M,Other,Male,0,0,1
50,1,F,Other,Male,5,3,1
26,1,F,Other,Male,1,2,1
28,1,F,Other,Male,0,1,1
32,0,F,African-American,Female,5,-1,1
63,0,F,Other,Male,0,0,1
39,1,F,African-American,Male,7,0,0
32,0,F,African-American,Female,0,0,1
30,1,F,African-American,Female,9,243,0
22,1,F,Other,Male,3,2,0
31,0,M,Other,Female,0,0,1
38,0,M,Other,Male,1,0,1
25,0,F,African-American,Male,2,274,0
22,0,M,Other,Male,1,0,1
37,0,M,African-American,Male,17,45,0
59,1,F,Other,Male,1,0,1
36,0,M,African-American,Female,1,0,1
29,0,F,African-American,Male,7,2,1
45,0,M,Other,Male,2,0,1
23,0,F,African-American,Male,0,0,0
35,1,M,African-American,Male,3,0,1
23,0,M,African-American,Female,0,1,0
46,0,F,African-American,Male,0,0,0
30,1,F,African-American,Male,6,1,0
22,0,F,African-American,Male,1,36,0
22,0,M,African-American,Female,0,0,1
22,0,M,African-American,Male,0,1,1
20,1,F,Other,Male,0,1,0
19,1,M,African-American,Female,0,1,1
51,1,M,Other,Female,0,1,1
35,1,F,Other,Female,0,-1,1
27,1,M,African-American,Male,6,1,1
25,0,F,African-American,Female,5,0,0
37,1,M,Other,Male,4,2,1
44,1,M,Other,Female,1,6,1
20,1,M,Other,Female,0,0,0
32,0,F,African-American,Male,8,1,0
33,1,M,African-American,Male,0,1,0
21,1,F,African-American,Male,3,0,0
30,0,F,Other,Female,3,0,0
44,1,M,Other,Male,0,1,1
35,0,F,African-American,Male,7,28,1
35,0,M,African-American,Male,4,29,0
39,0,F,African-American,Male,4,118,0
41,1,F,Other,Male,1,1,1
25,1,F,Other,Female,0,0,1
34,0,M,Other,Male,0,0,1
30,0,F,African-American,Male,14,5,0
38,1,M,African-American,Male,16,33,0
54,0,F,Other,Male,0,0,1
27,0,F,African-American,Male,1,1,0
61,1,F,Other,Female,8,30,1
23,0,F,African-American,Male,0,3,0
55,0,M,Other,Male,0,5,1
49,0,F,Other,Female,4,3,0
21,0,M,Other,Male,0,1,1
21,0,M,African-American,Female,0,1,0
20,1,F,African-American,Male,0,0,1
27,1,M,African-American,Female,0,6,0
28,0,F,African-American,Male,12,1,0
28,0,F,Other,Male,0,1,1
23,0,F,African-American,Male,0,0,1
23,1,F,African-American,Male,3,0,0
25,1,M,African-American,Male,2,0,1
47,0,M,Other,Female,0,1,1
25,1,F,African-American,Female,6,12,0
22,0,M,Other,Male,0,0,1
30,1,F,African-American,Male,5,1,1
23,1,F,African-American,Male,8,2,0
22,1,F,African-American,Female,0,1,1
44,0,M,Other,Male,0,1,1
28,1,F,Other,Female,0,0,1
34,0,F,Other,Male,0,2,1
63,0,M,Other,Female,0,0,1
29,0,F,Other,Male,2,22,1
23,0,F,Other,Male,0,1,0
22,1,F,African-American,Male,1,0,0
21,0,F,Other,Male,1,12,0
41,1,F,African-American,Male,6,1,1
34,1,F,Other,Male,17,39,0
67,0,M,Other,Male,0,42,1
31,1,F,Other,Male,3,1,1
30,0,F,African-American,Male,6,133,1
28,0,M,African-American,Female,2,1,1
20,1,F,Other,Male,0,25,0
31,1,F,Other,Male,8,13,1
50,1,M,African-American,Male,24,32,0
21,0,F,African-American,Male,0,0,0
29,1,F,Other,Male,1,0,1
44,1,F,Other,Female,3,11,1
22,1,F,Other,Male,3,1,0
24,0,M,Other,Female,0,0,1
31,1,F,Other,Female,2,27,1
44,1,F,Other,Male,2,1,1
57,0,F,Other,Female,4,257,1
28,0,M,Other,Male,2,13,1
23,0,F,Other,Male,2,1,1
21,0,F,African-American,Male,0,1,0
47,1,F,Other,Male,22,3,0
28,1,F,Other,Male,9,8,0
48,1,F,Other,Male,1,129,0
24,0,F,African-American,Female,1,3,0
75,0,F,African-American,Female,5,1,1
36,0,M,Other,Female,0,1,1
25,0,F,African-American,Female,1,0,1
47,0,F,African-American,Male,1,0,1
29,0,M,Other,Male,1,0,1
37,1,F,Other,Male,2,4,1
37,0,F,Other,Male,0,0,1
41,1,F,African-American,Male,24,1,0
24,1,M,African-American,Male,2,0,0
23,0,F,African-American,Male,3,1,0
36,0,M,African-American,Female,1,1,1
29,1,F,African-American,Male,3,1,0
37,0,F,Other,Male,3,6,1
59,1,M,African-American,Male,15,14,0
29,1,F,Other,Male,0,0,1
52,0,F,Other,Male,20,27,1
56,1,F,Other,Female,10,41,0
30,1,M,African-American,Male,9,1,1
20,1,F,African-American,Male,1,5,0
72,0,F,Other,Male,3,4,1
24,1,F,African-American,Male,7,68,0
26,1,F,Other,Male,2,0,0
28,1,F,Other,Male,7,1,0
21,0,F,African-American,Male,1,0,0
25,0,F,African-American,Male,2,58,0
30,0,F,African-American,Male,0,1,1
22,0,F,Other,Male,1,11,0
34,0,M,Other,Male,2,1,1
43,0,M,Other,Female,0,0,1
30,0,F,Other,Male,2,63,1
51,0,F,African-American,Male,3,2,1
33,1,F,Other,Male,4,1,1
29,1,F,African-American,Male,7,1,1
33,0,F,Other,Male,0,6,1
31,1,F,African-American,Male,10,1,0
22,1,F,African-American,Male,2,6,0
34,0,M,Other,Male,0,0,1
25,0,F,Other,Male,2,-1,1
31,1,F,Other,Male,11,11,0
24,0,F,Other,Male,2,32,0
28,0,F,Other,Female,1,9,0
21,0,M,African-American,Male,0,0,0
48,1,F,Other,Female,4,1,1
35,0,F,Other,Female,4,13,1
48,0,F,African-American,Male,2,1,0
47,0,F,Other,Male,3,13,1
59,0,F,African-American,Male,1,1,1
48,0,F,Other,Male,6,5,1
31,1,M,Other,Male,3,0,1
53,1,M,Other,Male,0,3,1
19,1,F,African-American,Male,1,3,1
26,1,F,African-American,Male,1,22,0
34,1,F,Other,Female,10,13,0
68,0,M,Other,Male,0,0,1
32,0,F,African-American,Male,0,1,1
41,0,F,Other,Male,0,1,1
19,1,M,Other,Male,1,0,1
26,1,M,Other,Male,4,293,0
39,0,F,Other,Female,1,106,1
26,0,M,Other,Male,0,0,1
42,0,F,Other,Female,3,0,0
23,0,M,Other,Female,0,1,1
44,0,M,Other,Male,1,0,1
32,0,F,Other,Male,3,0,1
55,1,F,Other,Male,1,1,1
44,1,F,Other,Female,10,5,0
57,0,M,African-American,Male,8,5,0
21,0,F,African-American,Male,0,0,1
21,0,F,African-American,Male,1,0,1
20,1,M,Other,Male,3,1,1
29,1,F,African-American,Female,2,10,1
37,1,F,Other,Male,1,0,1
36,1,F,African-American,Female,5,0,0
31,1,F,Other,Male,6,1,0
29,1,M,Other,Male,4,0,0
32,1,M,African-American,Male,6,2,0
21,1,F,African-American,Female,0,0,0
30,1,F,Other,Male,1,-1,1
36,0,F,Other,Male,1,0,1
27,0,F,Other,Male,0,1,0
23,0,F,African-American,Male,1,1,0
24,1,M,Other,Male,1,1,1
32,1,M,African-American,Male,1,3,1
24,1,F,African-American,Female,2,57,0
25,0,F,African-American,Female,1,1,0
37,0,F,African-American,Male,8,1,0
31,1,M,Other,Male,0,0,1
29,0,F,African-American,Male,0,0,1
23,1,F,Other,Male,0,18,0
67,0,M,Other,Male,0,0,1
30,0,M,African-American,Male,1,2,1
40,0,M,Other,Male,0,-1,1
53,0,M,Other,Male,0,0,1
32,1,F,African-American,Male,4,1,0
37,0,F,Other,Male,1,2,1
25,1,M,African-American,Male,0,1,1
25,0,M,African-American,Male,6,0,0
69,0,F,Other,Male,0,0,0
26,0,F,African-American,Male,0,0,1
37,0,M,African-American,Male,3,1,1
69,1,F,African-American,Male,1,1,1
42,0,F,Other,Male,5,31,1
32,0,M,African-American,Male,2,1,1
30,0,F,African-American,Male,3,2,0
45,0,F,African-American,Female,2,11,1
27,1,M,African-American,Male,27,0,0
24,1,F,Other,Male,3,6,0
29,0,F,Other,Female,3,0,1
36,1,M,Other,Male,11,2,0
54,0,F,Other,Male,7,0,1
21,0,F,Other,Male,1,0,1
46,0,M,African-American,Male,2,3,0
30,0,F,Other,Male,0,0,1
24,1,F,African-American,Male,1,1,1
28,1,F,Other,Male,1,30,0
44,0,M,Other,Male,0,1,1
44,0,M,African-American,Male,0,34,0
27,1,F,African-American,Male,1,0,1
25,1,F,African-American,Male,1,1,0
38,1,F,Other,Male,5,0,0
30,1,F,African-American,Male,7,0,0
27,1,M,African-American,Male,2,15,0
22,1,F,African-American,Male,5,19,0
32,1,F,Other,Male,1,0,1
45,0,M,Other,Male,2,0,1
21,0,F,African-American,Male,2,1,0
31,1,F,African-American,Female,0,1,1
28,0,M,African-American,Male,1,1,1
46,0,F,African-American,Male,0,1,1
20,1,F,African-American,Male,0,1,0
27,1,F,African-American,Male,5,1,0
22,0,F,Other,Male,1,236,0
33,0,M,Other,Male,1,1,1
23,1,F,African-American,Male,3,6,0
49,0,F,Other,Male,3,0,1
28,1,F,African-American,Male,7,77,0
25,0,M,African-American,Female,3,1,0
42,1,M,African-American,Male,1,17,1
26,1,F,African-American,Male,10,0,0
23,0,F,Other,Male,3,9,0
70,0,F,African-American,Female,1,1,1
23,0,F,Other,Male,4,2,0
25,1,F,Other,Male,5,101,1
38,1,F,Other,Male,1,0,1
31,0,M,African-American,Male,2,2,1
41,1,F,African-American,Male,13,0,0
48,0,F,Other,Male,2,0,1
29,1,M,African-American,Male,3,1,1
21,1,F,African-American,Male,1,1,0
21,0,F,Other,Male,1,0,1
55,1,F,Other,Male,3,36,0
20,0,F,Other,Male,0,1,1
23,1,F,Other,Male,7,9,0
67,0,F,African-American,Male,8,1,1
41,0,F,African-American,Male,0,0,0
38,0,F,Other,Male,12,0,0
20,0,F,African-American,Male,0,0,0
42,0,M,African-American,Male,0,-1,1
28,1,F,African-American,Female,3,4,1
36,1,F,African-American,Male,3,1,1
27,1,F,African-American,Male,3,0,0
41,1,F,African-American,Female,7,1,1
25,1,M,African-American,Male,3,2,0
41,0,F,Other,Female,3,1,0
35,1,M,African-American,Male,1,1,0
31,0,F,African-American,Male,2,2,1
33,1,F,African-American,Male,12,1,0
42,1,M,African-American,Female,0,0,1
52,0,F,African-American,Male,0,13,1
24,0,M,Other,Female,1,0,1
52,0,F,Other,Male,1,0,1
27,1,F,Other,Female,6,1,1
27,1,F,African-American,Male,8,49,0
29,0,M,Other,Female,0,0,0
37,1,M,Other,Male,3,2,1
36,1,F,African-American,Male,7,0,0
36,1,F,Other,Female,3,27,0
55,0,F,Other,Male,0,0,1
29,1,F,African-American,Male,6,1,0
37,1,M,African-American,Male,4,75,0
25,1,M,African-American,Male,8,1,0
37,0,M,Other,Female,0,1,1
27,1,F,African-American,Male,10,0,0
56,1,F,Other,Male,7,0,1
47,0,M,African-American,Female,0,0,1
50,0,F,Other,Male,8,11,1
26,1,F,African-American,Male,5,36,0
32,1,F,Other,Male,8,0,0
20,0,F,African-American,Male,0,-1,1
23,0,F,Other,Male,0,0,1
60,0,F,Other,Male,4,1,1
45,0,F,Other,Male,0,37,1
24,0,M,African-American,Male,12,17,0
21,1,M,Other,Male,0,1,0
50,0,F,Other,Male,0,2,1
21,1,F,African-American,Male,3,9,0
26,1,F,African-American,Male,8,0,0
53,1,M,Other,Male,3,2,1
24,1,M,African-American,Male,1,0,1
24,1,F,African-American,Male,4,51,0
40,0,M,African-American,Female,2,100,0
32,1,M,Other,Male,6,9,0
28,1,F,African-American,Male,9,43,0
26,1,M,African-American,Male,9,1,1
41,1,F,African-American,Male,18,299,0
21,1,F,African-American,Male,2,140,0
24,1,M,African-American,Female,1,0,0
21,0,F,African-American,Male,0,1,1
64,0,F,African-American,Male,0,4,1
31,1,F,African-American,Male,7,54,1
27,0,F,African-American,Male,1,8,1
30,0,M,Other,Male,0,0,1
40,0,F,Other,Female,0,1,1
30,1,M,Other,Male,1,0,1
26,0,F,African-American,Male,0,1,0
31,1,M,Other,Female,1,10,0
32,1,F,Other,Female,6,8,0
56,0,F,African-American,Male,1,2,1
29,1,F,African-American,Male,6,0,0
21,1,F,African-American,Male,1,0,0
24,0,F,Other,Female,1,0,0
28,1,F,African-American,Male,8,3,0
40,0,F,Other,Female,5,55,0
22,1,F,African-American,Male,1,0,1
37,0,M,Other,Male,0,1,1
19,1,F,African-American,Male,0,0,1
26,1,F,African-American,Male,6,2,0
51,0,F,Other,Male,1,6,1
30,0,M,African-American,Male,5,1,0
22,0,F,Other,Male,0,1,1
49,0,F,Other,Male,0,73,1
44,1,F,Other,Female,0,0,1
39,1,F,Other,Male,17,181,0
30,0,M,Other,Male,1,3,1
30,0,F,African-American,Male,11,0,0
37,0,M,Other,Male,0,0,1
61,1,F,African-American,Female,1,0,1
24,0,F,African-American,Female,0,0,0
30,1,F,African-American,Male,14,22,0
55,0,F,African-American,Male,0,1,1
22,0,F,African-American,Male,1,4,0
30,1,F,African-American,Male,6,0,0
48,0,M,Other,Male,0,-1,1
26,0,F,African-American,Female,1,2,0
50,1,F,African-American,Male,13,242,1
30,0,M,African-American,Female,2,0,1
30,1,F,Other,Male,6,17,0
36,0,M,African-American,Male,2,0,1
45,0,F,Other,Male,0,1,1
32,1,F,Other,Female,2,0,1
23,0,M,Other,Female,0,0,0
37,0,F,African-American,Female,13,1,0
29,0,F,Other,Male,1,0,1
32,0,M,African-American,Male,1,115,0
25,0,F,Other,Male,0,1,1
25,1,F,Other,Male,2,1,0
29,1,F,Other,Male,3,0,0
23,0,F,Other,Male,2,2,0
43,0,F,African-American,Male,1,1,1
21,1,F,Other,Male,1,0,1
33,1,M,African-American,Male,3,1,1
48,0,M,Other,Male,1,5,1
33,1,M,Other,Female,0,0,1
42,0,M,Other,Male,0,0,1
25,1,F,African-American,Female,4,0,0
27,1,M,Other,Male,0,4,1
44,0,F,Other,Male,1,1,0
63,0,F,African-American,Male,1,1,1
71,0,F,African-American,Male,8,24,1
26,0,F,African-American,Male,5,0,1
22,0,F,Other,Female,0,0,0
32,1,F,African-American,Male,12,1,0
32,1,F,African-American,Male,4,414,0
44,0,M,Other,Male,0,2,1
22,1,F,African-American,Male,0,0,0
40,1,F,African-American,Male,5,55,0
51,0,M,Other,Male,0,1,1
45,1,F,Other,Male,19,1,0
26,1,F,African-American,Female,5,1,0
36,0,M,African-American,Male,9,1,0
39,1,F,Other,Female,11,1,0
36,0,M,Other,Male,0,0,1
22,0,M,Other,Female,1,0,1
23,0,M,African-American,Male,0,1,0
52,0,M,Other,Female,0,1,1
34,0,F,African-American,Male,1,23,1
36,1,F,Other,Female,5,0,1
45,1,M,African-American,Male,13,6,0
22,1,F,Other,Male,2,0,1
21,1,F,African-American,Male,1,5,0
21,1,M,Other,Female,3,1,0
45,0,M,Other,Male,1,26,0
44,0,M,African-American,Female,0,1,1
21,0,F,Other,Male,1,0,0
43,0,F,African-American,Female,0,-1,0
21,0,M,African-American,Female,0,0,0
27,1,F,Other,Female,1,25,0
58,0,M,Other,Male,3,-1,1
49,1,F,Other,Male,2,91,1
57,1,F,Other,Female,1,1,1
52,0,F,Other,Male,1,0,1
51,0,F,Other,Male,2,22,1
24,1,F,African-American,Male,15,2,0
29,1,M,Other,Male,0,0,0
53,0,M,Other,Male,1,1,1
26,1,M,African-American,Male,10,5,0
43,0,F,Other,Female,0,0,1
36,1,F,African-American,Male,2,2,0
27,0,F,Other,Male,2,10,1
57,0,M,Other,Female,1,0,1
24,1,M,African-American,Female,11,77,0
23,0,M,Other,Male,3,1,0
33,0,F,Other,Male,1,20,1
48,0,F,African-American,Male,10,175,1
34,0,F,African-American,Female,1,2,1
50,0,M,Other,Male,1,0,1
50,0,F,Other,Male,1,1,1
60,0,F,African-American,Male,12,1,1
47,0,F,African-American,Male,20,1,0
21,0,F,African-American,Female,2,79,0
37,0,M,Other,Male,0,0,1
34,0,M,Other,Female,1,3,1
31,0,F,African-American,Male,0,1,1
22,1,F,Other,Male,1,1,1
25,0,F,Other,Male,0,-1,0
44,0,F,Other,Male,5,6,1
36,1,M,Other,Male,0,5,0
63,1,F,Other,Male,10,2,1
28,0,F,Other,Male,4,190,1
60,1,F,African-American,Male,19,39,0
30,0,M,African-American,Male,5,0,1
34,0,F,African-American,Female,6,52,1
24,0,M,Other,Female,0,1,0
20,0,F,African-American,Male,0,0,0
23,0,F,African-American,Male,1,0,1
29,0,M,Other,Male,2,1,1
28,1,M,African-American,Male,6,1,0
50,0,F,African-American,Male,5,31,1
26,0,F,African-American,Male,3,1,0
29,0,M,Other,Female,0,-1,0
30,1,M,Other,Male,2,5,1
47,0,M,Other,Male,0,1,1
22,1,M,African-American,Male,0,1,1
32,1,F,Other,Male,0,22,1
38,0,M,Other,Male,0,1,1
43,0,F,African-American,Male,7,0,1
42,1,F,African-American,Female,17,8,0
25,0,F,Other,Male,1,266,0
32,1,F,African-American,Male,7,37,0
38,0,F,Other,Male,2,19,1
20,1,F,Other,Male,0,1,0
59,0,M,Other,Male,1,0,1
21,0,F,Other,Male,0,4,1
39,1,F,African-American,Female,0,2,0
28,0,M,Other,Male,1,1,1
31,0,F,African-American,Male,0,2,0
54,1,F,Other,Male,0,1,1
33,0,M,Other,Male,0,0,1
39,0,F,Other,Female,0,1,1
30,0,F,African-American,Female,2,2,0
34,0,F,African-American,Male,5,0,0
34,1,F,Other,Male,13,18,0
53,0,F,African-American,Male,20,3,0
20,0,F,African-American,Male,0,1,1
22,0,F,Other,Female,1,0,1
22,0,F,African-American,Male,3,323,0
27,1,F,African-American,Male,8,17,1
26,0,F,Other,Male,1,0,0
35,1,F,African-American,Male,13,0,0
35,1,F,African-American,Male,6,0,0
24,0,M,African-American,Male,2,3,1
30,0,F,African-American,Female,4,1,0
47,0,M,Other,Male,0,1,1
23,1,F,African-American,Male,3,1,0
30,0,F,Other,Male,0,1,1
21,1,F,Other,Male,0,-1,1
29,1,F,African-American,Male,2,1,1
28,1,F,African-American,Male,2,2,0
29,1,F,African-American,Male,6,39,0
32,0,F,African-American,Male,1,98,1
32,1,F,Other,Male,0,5,1
22,0,F,Other,Female,1,0,1
34,1,M,African-American,Male,5,3,1
36,0,F,Other,Male,12,13,1
28,1,F,African-American,Male,13,1,0
24,0,M,African-American,Male,1,2,1
33,0,F,Other,Male,0,0,1
50,0,F,Other,Male,0,2,1
39,0,M,Other,Male,0,1,1
35,0,M,Other,Male,0,1,1
25,0,F,African-American,Male,5,35,0
26,0,F,Other,Male,5,0,1
38,1,F,Other,Female,20,1,0
24,1,F,African-American,Male,1,57,0
22,1,F,Other,Male,1,36,1
26,1,M,Other,Male,0,3,0
20,1,F,African-American,Male,1,1,0
37,0,M,African-American,Male,18,1,0
23,1,F,African-American,Male,4,0,0
30,0,F,Other,Male,0,10,1
27,1,F,Other,Male,4,0,0
21,1,M,African-American,Female,1,1,1
22,0,F,African-American,Male,0,2,0
45,0,F,African-American,Male,1,2,1
38,1,F,African-American,Male,19,0,0
33,0,F,Other,Male,0,1,1
19,1,F,African-American,Male,3,30,1
38,0,F,Other,Female,3,0,1
33,1,M,Other,Male,0,23,0
25,0,F,African-American,Male,0,0,0
22,0,M,Other,Female,0,0,1
23,1,F,African-American,Female,1,1,0
52,0,F,Other,Male,0,0,1
41,0,F,African-American,Male,19,220,0
23,1,F,African-American,Male,0,0,1
22,1,F,African-American,Male,1,103,0
20,1,M,African-American,Male,0,1,1
50,0,F,Other,Male,1,9,1
33,0,F,African-American,Female,1,0,0
20,0,F,Other,Female,1,2,1
52,1,F,African-American,Male,2,33,0
35,0,M,Other,Male,2,0,1
50,1,M,Other,Male,1,40,0
39,0,F,Other,Male,0,5,1
47,0,M,Other,Male,2,1,1
59,0,M,Other,Male,0,1,1
37,0,M,African-American,Male,3,80,1
40,0,F,Other,Male,0,1,1
52,1,F,African-American,Male,0,4,0
25,0,F,Other,Male,9,54,0
56,0,F,Other,Male,0,-1,1
29,0,F,African-American,Male,2,0,0
39,1,F,Other,Male,2,4,1
39,1,M,African-American,Male,19,0,0
46,0,F,Other,Male,0,1,1
57,1,M,African-American,Male,8,-1,1
53,0,F,African-American,Male,2,0,1
22,1,F,Other,Male,0,0,0
33,0,F,Other,Male,9,0,1
22,1,F,Other,Male,1,17,1
24,1,M,African-American,Female,1,0,1
24,0,F,Other,Female,2,2,0
26,1,F,African-American,Male,3,13,0
21,0,F,African-American,Female,2,1,0
21,1,F,Other,Female,0,0,0
23,1,F,African-American,Female,3,0,0
24,0,F,Other,Male,2,91,0
26,1,F,African-American,Female,6,3,0
24,1,F,African-American,Male,6,45,0
49,0,F,African-American,Female,0,1,1
28,1,M,African-American,Male,8,0,0
41,0,M,African-American,Female,5,0,0
55,0,M,Other,Male,1,4,1
44,1,F,African-American,Male,0,0,1
32,1,F,Other,Male,0,4,0
44,0,M,African-American,Male,0,0,1
21,0,F,African-American,Male,0,50,0
53,0,F,African-American,Male,2,0,1
46,0,F,Other,Male,4,2,1
26,0,F,African-American,Male,5,1,0
29,1,F,African-American,Male,3,0,0
30,1,M,African-American,Male,7,2,0
42,0,F,Other,Male,1,2,1
35,1,M,African-American,Female,0,2,1
47,1,F,Other,Male,2,2,0
36,0,F,African-American,Male,0,0,1
38,1,M,Other,Male,5,2,1
26,0,M,Other,Male,1,0,1
51,0,M,Other,Male,1,1,1
29,0,F,Other,Male,1,2,1
34,0,M,Other,Female,0,0,1
27,1,M,African-American,Male,0,0,1
21,0,M,Other,Male,0,0,1
26,1,M,African-American,Male,12,10,0
38,0,M,Other,Male,0,0,1
41,0,M,Other,Male,1,113,1
74,0,F,African-American,Female,0,0,1
34,0,M,Other,Female,0,1,1
58,1,F,African-American,Male,24,3,0
24,0,F,Other,Male,2,9,1
29,0,F,Other,Male,0,89,0
24,0,F,African-American,Female,0,2,0
27,0,F,African-American,Male,0,-1,1
51,0,F,African-American,Male,1,162,1
31,0,M,African-American,Male,5,0,0
23,1,F,African-American,Male,2,22,0
69,1,M,Other,Male,0,0,1
51,0,M,Other,Male,0,0,1
25,0,F,Other,Male,4,1,1
28,1,F,Other,Female,1,1,1
36,0,M,African-American,Male,0,2,1
35,1,M,Other,Male,3,9,1
30,1,F,Other,Male,9,44,0
25,0,F,Other,Male,1,1,1
47,0,M,Other,Male,2,27,1
36,0,F,African-American,Male,0,0,0
27,1,M,African-American,Male,4,-1,0
40,0,F,Other,Male,3,1,1
31,1,F,African-American,Male,0,1,0
27,1,M,Other,Male,1,1,1
26,0,F,Other,Female,1,3,0
33,1,M,African-American,Male,9,1,0
39,0,F,Other,Female,2,6,1
37,0,F,African-American,Male,3,1,1
55,1,F,African-American,Male,0,1,1
39,0,F,Other,Male,0,0,1
27,1,M,African-American,Female,3,0,0
45,0,F,African-American,Female,1,2,1
31,0,F,African-American,Female,4,0,0
37,0,F,Other,Male,1,0,1
42,0,F,African-American,Male,1,1,1
26,0,F,African-American,Male,2,33,0
48,1,M,African-American,Male,11,56,1
30,0,M,Other,Male,0,1,1
50,1,M,Other,Male,0,14,1
22,1,F,African-American,Male,0,2,0
23,1,F,African-American,Male,2,1,0
66,0,M,Other,Male,0,0,1
51,1,F,African-American,Male,0,2,1
44,0,M,Other,Female,0,1,1
42,0,F,African-American,Male,0,1,1
33,1,M,African-American,Male,5,1,0
45,0,F,Other,Male,3,1,1
21,0,F,African-American,Male,0,46,0
41,0,F,Other,Female,0,0,1
27,0,M,African-American,Male,8,0,0
55,1,F,Other,Male,8,6,1
58,0,M,Other,Male,5,2,1
39,0,F,Other,Male,1,0,1
55,0,F,Other,Male,4,5,1
23,1,F,Other,Male,0,7,1
38,0,M,Other,Male,0,0,1
34,1,F,Other,Male,1,0,1
47,0,M,Other,Male,0,0,1
20,0,F,Other,Female,0,0,1
43,0,M,Other,Male,4,2,1
21,0,F,Other,Male,0,1,0
28,1,M,African-American,Male,6,5,0
60,1,M,Other,Male,18,3,1
27,1,M,African-American,Male,0,2,1
30,0,F,Other,Male,1,28,0
74,0,M,Other,Female,0,0,1
32,0,F,African-American,Male,0,0,0
35,0,F,African-American,Male,0,1,1
25,0,M,African-American,Male,5,1,0
30,1,F,African-American,Female,15,-1,0
23,0,F,African-American,Male,0,1,1
23,1,M,African-American,Male,0,1,1
24,0,F,Other,Male,1,6,0
21,1,F,African-American,Female,0,0,0
33,0,F,African-American,Male,8,1,0
28,0,M,African-American,Male,3,0,1
33,1,F,Other,Male,0,0,1
28,1,M,Other,Male,6,1,1
20,1,F,African-American,Male,0,0,0
36,0,M,African-American,Female,1,0,1
30,0,F,African-American,Male,1,21,0
24,1,M,Other,Male,3,3,0
44,1,M,African-American,Male,19,17,0
32,1,F,African-American,Male,10,3,0
52,1,F,Other,Female,0,118,1
23,0,M,African-American,Male,0,0,0
62,0,F,Other,Male,0,3,1
31,0,M,Other,Male,0,38,0
20,0,F,Other,Male,0,0,1
26,1,M,Other,Male,1,0,1
32,1,F,African-American,Male,0,5,1
41,0,F,Other,Male,0,1,1
61,0,F,African-American,Male,5,12,1
28,0,F,African-American,Female,3,1,1
43,0,M,Other,Female,0,0,1
30,0,M,African-American,Male,1,1,1
22,1,M,African-American,Male,0,21,0
40,1,F,Other,Male,10,4,0
27,1,F,African-American,Male,2,39,0
46,0,M,Other,Male,0,-1,1
58,0,M,Other,Male,0,0,1
20,0,F,African-American,Male,0,11,1
34,0,F,Other,Male,15,1,0
50,0,F,African-American,Female,4,13,1
29,1,F,African-American,Male,10,23,0
29,1,F,African-American,Male,5,5,0
24,0,M,Other,Male,0,0,1
31,1,F,African-American,Male,11,-1,0
23,0,F,African-American,Male,2,237,0
63,1,F,Other,Male,23,2,1
30,0,F,African-American,Male,11,117,0
31,0,F,African-American,Male,5,2,1
27,0,M,Other,Female,0,0,1
24,1,M,African-American,Male,2,506,0
21,0,F,Other,Female,1,1,0
23,0,M,African-American,Male,1,178,0
23,1,F,African-American,Female,2,0,0
29,0,F,African-American,Female,11,0,0
21,0,M,Other,Female,0,0,1
39,1,F,Other,Male,0,2,1
42,0,M,Other,Female,0,1,1
37,1,F,African-American,Male,10,0,0
39,0,F,Other,Male,1,29,1
21,0,F,African-American,Male,0,13,1
54,1,F,African-American,Male,3,2,0
22,1,F,African-American,Male,3,1,1
22,0,F,African-American,Female,2,2,0
23,1,M,Other,Male,4,7,1
48,0,F,Other,Male,9,1,0
60,0,M,Other,Female,0,0,1
30,0,F,Other,Male,7,1,0
27,0,M,Other,Male,0,2,0
27,1,F,African-American,Male,5,28,0
22,0,M,Other,Male,1,24,0
43,1,M,African-American,Male,4,0,0
28,0,M,Other,Male,3,0,0
25,0,F,African-American,Male,0,0,1
25,0,M,African-American,Female,1,0,0
24,1,F,Other,Male,5,0,0
36,0,M,African-American,Male,6,0,1
29,1,F,African-American,Male,3,-1,1
20,1,M,African-American,Male,1,0,0
25,1,F,African-American,Female,0,1,0
30,1,F,Other,Male,0,1,1
25,1,M,African-American,Female,5,47,0
54,0,M,African-American,Male,1,0,1
21,1,F,African-American,Male,0,1,0
36,1,F,African-American,Male,9,3,0
76,0,F,Other,Male,0,1,1
25,0,F,African-American,Male,1,8,1
43,0,M,Other,Male,0,1,1
25,1,F,African-American,Male,0,0,1
39,1,F,African-American,Male,13,1,0
40,1,F,Other,Female,7,6,1
32,1,F,African-American,Male,3,8,0
40,0,F,Other,Female,0,0,1
49,0,M,African-American,Male,4,0,1
